model,modality,task,fold,subject_id,n,mean_abs_error,rmse,target_mean,pred_mean
ridge_regression_summary_features,EEG,arousal,2,63,32,0.24967298135823882,0.2741500113239139,0.5,0.4641611032271714
ridge_regression_summary_features,EEG,arousal,3,9,32,0.2797329771106395,0.351463301880109,0.5,0.5011684815925058
ridge_regression_summary_features,EEG,arousal,3,10,32,0.2877393524343972,0.3279990991459436,0.5,0.5366083535922958
ridge_regression_summary_features,EEG,arousal,3,20,32,0.25917492953253624,0.3040729288859525,0.5,0.5992581925145065
ridge_regression_summary_features,EEG,arousal,3,35,32,0.25816239779410494,0.29614604714171827,0.5,0.5148582619663601
ridge_regression_summary_features,EEG,arousal,3,39,32,0.2680869267317442,0.29800368318033477,0.5,0.4721895162336284
ridge_regression_summary_features,EEG,arousal,3,45,32,0.25323780048858135,0.30790685484680985,0.5,0.5477640692225336
ridge_regression_summary_features,EEG,arousal,3,47,32,0.2517841310177254,0.291032507872831,0.5,0.5083271646580131
ridge_regression_summary_features,EEG,arousal,3,48,32,0.2748490003128047,0.3192221092382066,0.5,0.50357035175242
ridge_regression_summary_features,EEG,arousal,3,52,32,0.2782005375590142,0.3217329489634485,0.5,0.46078458950601586
ridge_regression_summary_features,EEG,arousal,3,57,32,0.2520796390864857,0.2978999808322323,0.5,0.554318751018529
ridge_regression_summary_features,EEG,arousal,3,62,32,0.28757495760309476,0.3150449042165168,0.5,0.47709716734632
ridge_regression_summary_features,EEG,arousal,4,1,32,0.31379666983254983,0.3574939796592283,0.5,0.6398735779919679
ridge_regression_summary_features,EEG,arousal,4,3,32,0.31022074240876313,0.38814715070297917,0.5,0.358620822999275
ridge_regression_summary_features,EEG,arousal,4,19,32,0.26494813461172756,0.3099806795963708,0.5,0.5085272252707143
ridge_regression_summary_features,EEG,arousal,4,25,32,0.24568470137016588,0.28545849544991453,0.5,0.46248210034201687
ridge_regression_summary_features,EEG,arousal,4,36,32,0.26884472059384096,0.31374467960082736,0.5,0.5300175597014678
ridge_regression_summary_features,EEG,arousal,4,40,32,0.27697056705122586,0.3135076864494248,0.5,0.5163059980214353
ridge_regression_summary_features,EEG,arousal,4,42,32,0.27236876111350294,0.326104530472551,0.5,0.5207481006728127
ridge_regression_summary_features,EEG,arousal,4,53,32,0.26022441187225875,0.2954506515538757,0.5,0.5172441884957961
ridge_regression_summary_features,EEG,arousal,4,55,32,0.2559606162810574,0.3019412974718139,0.5,0.4510453430815214
ridge_regression_summary_features,EEG,arousal,4,61,32,0.2656797391383975,0.30221941099405397,0.5,0.5931838790723576
ridge_regression_summary_features,EEG,arousal,5,14,32,0.26131271339249124,0.2945696825529227,0.5,0.4899967529798591
ridge_regression_summary_features,EEG,arousal,5,23,32,0.2778202886530014,0.32861197820146004,0.5,0.5318071967087242
ridge_regression_summary_features,EEG,arousal,5,24,32,0.2637393982310448,0.3068150553295676,0.5,0.49386454404134145
ridge_regression_summary_features,EEG,arousal,5,27,32,0.2504717978592551,0.29331118725860894,0.5,0.46402488503258565
ridge_regression_summary_features,EEG,arousal,5,29,32,0.26630390184413555,0.3074472979598896,0.5,0.5090826026044497
ridge_regression_summary_features,EEG,arousal,5,30,32,0.2649447725049645,0.306472669910503,0.5,0.4509970921984269
ridge_regression_summary_features,EEG,arousal,5,37,32,0.25031503703334274,0.2966635126440651,0.5,0.5082342846751758
ridge_regression_summary_features,EEG,arousal,5,56,32,0.2518191352160056,0.29787803806906016,0.5,0.503257978186484
ridge_regression_summary_features,EEG,arousal,5,60,32,0.27157681891413843,0.31174338378308947,0.5,0.5236433037508533
ridge_regression_summary_features,EEG,arousal,5,64,32,0.2694860404602192,0.30996099968411744,0.5,0.5284837582110262
ridge_regression_summary_features,EEG,arousal,6,12,32,0.2703949111375864,0.3032103375545554,0.5,0.5044685264613814
ridge_regression_summary_features,EEG,arousal,6,15,32,0.25268029463267005,0.29482433656751467,0.5,0.5151799996061482
ridge_regression_summary_features,EEG,arousal,6,16,32,0.24838851652366697,0.2895131863628565,0.5,0.476591907052655
ridge_regression_summary_features,EEG,arousal,6,18,32,0.2527232121109705,0.29626262162743683,0.5,0.527028284314093
ridge_regression_summary_features,EEG,arousal,6,21,32,0.2829398085394814,0.3256798483501139,0.5,0.46831755816898407
ridge_regression_summary_features,EEG,arousal,6,22,32,0.2533714910664369,0.2918251206330883,0.5,0.4848621768502538
ridge_regression_summary_features,EEG,arousal,6,32,32,0.2631728119288328,0.3139647742897604,0.5,0.4131639773996483
ridge_regression_summary_features,EEG,arousal,6,33,32,0.2725154204506684,0.30693413243376994,0.5,0.5115756622553567
ridge_regression_summary_features,EEG,arousal,6,41,32,0.23020539470401316,0.2664538873427347,0.5,0.4980842623186299
ridge_regression_summary_features,EEG,arousal,6,50,32,0.25816596095600464,0.29949215207982727,0.5,0.49286050256546754
ridge_regression_summary_features,EEG,valence,1,6,32,0.2556600312795633,0.2929363915029887,0.5,0.5376659418085338
ridge_regression_summary_features,EEG,valence,1,7,32,0.295747937389163,0.343102170108361,0.5,0.4567322014987436
ridge_regression_summary_features,EEG,valence,1,8,32,0.24897681571897537,0.2958751673733271,0.5,0.49008349752154506
ridge_regression_summary_features,EEG,valence,1,13,32,0.23919911202256036,0.2871562458666572,0.5,0.4628055332743388
ridge_regression_summary_features,EEG,valence,1,28,32,0.2758350461859372,0.31676039278992096,0.5,0.5487852762807209
ridge_regression_summary_features,EEG,valence,1,38,32,0.31170041380300634,0.3705985061891974,0.5,0.684911552171311
ridge_regression_summary_features,EEG,valence,1,43,32,0.24789567384370123,0.2850348583145939,0.5,0.5231070227609086
ridge_regression_summary_features,EEG,valence,1,54,32,0.2791973135299011,0.3343610700034864,0.5,0.5156332368835743
ridge_regression_summary_features,EEG,valence,1,58,32,0.280998728893336,0.32342678280090575,0.5,0.449471014829258
ridge_regression_summary_features,EEG,valence,1,59,32,0.26791159193647907,0.3036605940340337,0.5,0.4643554606242562
ridge_regression_summary_features,EEG,valence,1,65,32,0.2685839397850467,0.3354961140864035,0.5,0.4380323962690979
ridge_regression_summary_features,EEG,valence,2,2,32,0.28598888254885046,0.3313878472537783,0.5,0.47502062307262827
ridge_regression_summary_features,EEG,valence,2,5,32,0.2417693007077825,0.2784685920015513,0.5,0.4868073103527101
ridge_regression_summary_features,EEG,valence,2,11,32,0.274308433993464,0.3111173137926539,0.5,0.5566924714140493
ridge_regression_summary_features,EEG,valence,2,17,32,0.282446508556747,0.33866857909044396,0.5,0.403512993394715
ridge_regression_summary_features,EEG,valence,2,26,32,0.260800985213468,0.31733445161768853,0.5,0.5664728369175654
ridge_regression_summary_features,EEG,valence,2,31,32,0.2625260284979097,0.30548329706383015,0.5,0.56192856398944
ridge_regression_summary_features,EEG,valence,2,34,32,0.46042253342338274,0.6211646192073681,0.5,0.15670735995353377
ridge_regression_summary_features,EEG,valence,2,44,32,0.24365895523642697,0.2890881134857484,0.5,0.5270264167958605
ridge_regression_summary_features,EEG,valence,2,46,32,0.2606221252609098,0.2970823739424415,0.5,0.5007397427652077
ridge_regression_summary_features,EEG,valence,2,49,32,0.24442814301496593,0.29384570913841207,0.5,0.5401746695803922
ridge_regression_summary_features,EEG,valence,2,63,32,0.2680688540156071,0.3100945549804497,0.5,0.510882390437669
ridge_regression_summary_features,EEG,valence,3,9,32,0.4533991483206957,0.5540365633250305,0.5,0.07711575286253229
ridge_regression_summary_features,EEG,valence,3,10,32,0.2742013689886478,0.32104630303354376,0.5,0.45934801338950126
ridge_regression_summary_features,EEG,valence,3,20,32,0.2570476313848957,0.31558615014887437,0.5,0.4818138318345884
ridge_regression_summary_features,EEG,valence,3,35,32,0.2625324497600294,0.31673526921681033,0.5,0.5320617135114724
ridge_regression_summary_features,EEG,valence,3,39,32,0.2738238931914259,0.3259292116045555,0.5,0.5823883691395129
ridge_regression_summary_features,EEG,valence,3,45,32,0.28229975179521377,0.3261672798771632,0.5,0.4747228083121858
ridge_regression_summary_features,EEG,valence,3,47,32,0.26003863613017597,0.29774704017429715,0.5,0.5249955645094212
ridge_regression_summary_features,EEG,valence,3,48,32,0.2924713707260862,0.34270074819877383,0.5,0.4903962760012651
ridge_regression_summary_features,EEG,valence,3,52,32,0.2794623869723872,0.31435673096751676,0.5,0.502687563031498
ridge_regression_summary_features,EEG,valence,3,57,32,0.26298584759146065,0.30533606196841545,0.5,0.49070253939083497
ridge_regression_summary_features,EEG,valence,3,62,32,0.2913894919231907,0.3315496635213357,0.5,0.5863954193253866
ridge_regression_summary_features,EEG,valence,4,1,32,0.32725755658682787,0.3805538490261842,0.5,0.41954125179596274
ridge_regression_summary_features,EEG,valence,4,3,32,0.4143770230964795,0.4876330373590228,0.5,0.8004754178001465
ridge_regression_summary_features,EEG,valence,4,19,32,0.2703598433526068,0.3099134831993344,0.5,0.4625569319095156
ridge_regression_summary_features,EEG,valence,4,25,32,0.26032295115295667,0.29856462343019113,0.5,0.5609647381500599
ridge_regression_summary_features,EEG,valence,4,36,32,0.2705053379375271,0.3059694073630632,0.5,0.5090029130668345
ridge_regression_summary_features,EEG,valence,4,40,32,0.27212437780031357,0.31444566139523256,0.5,0.5246109159293895
ridge_regression_summary_features,EEG,valence,4,42,32,0.2616821873824619,0.29862576784674705,0.5,0.5118230076133548
ridge_regression_summary_features,EEG,valence,4,53,32,0.2752164777824754,0.30581454024220495,0.5,0.47373498590677604
ridge_regression_summary_features,EEG,valence,4,55,32,0.2493984093569595,0.28554336586284595,0.5,0.5498960251160994
ridge_regression_summary_features,EEG,valence,4,61,32,0.26571390935902056,0.30058442491032045,0.5,0.4801586148007073
ridge_regression_summary_features,EEG,valence,5,14,32,0.2644255156643564,0.31126464739472137,0.5,0.5111810726498177
ridge_regression_summary_features,EEG,valence,5,23,32,0.2833669636691704,0.33743974795696613,0.5,0.42080952503853336
ridge_regression_summary_features,EEG,valence,5,24,32,0.23458439443407206,0.28255603780351346,0.5,0.5485358716344785
ridge_regression_summary_features,EEG,valence,5,27,32,0.24783662674891072,0.2976410202224925,0.5,0.513059571047827
ridge_regression_summary_features,EEG,valence,5,29,32,0.2472521943427775,0.3004079746025254,0.5,0.4686350050089793
ridge_regression_summary_features,EEG,valence,5,30,32,0.27622078901367497,0.31695033515527216,0.5,0.49566963740272774
ridge_regression_summary_features,EEG,valence,5,37,32,0.250643557623968,0.30057839957871807,0.5,0.5235927076362084
ridge_regression_summary_features,EEG,valence,5,56,32,0.27032019486838726,0.3074046131609256,0.5,0.443317036248843
ridge_regression_summary_features,EEG,valence,5,60,32,0.24703670536523442,0.2894341016608024,0.5,0.4892894193375079
ridge_regression_summary_features,EEG,valence,5,64,32,0.2581488762735672,0.3077651677369502,0.5,0.45560959925013544
ridge_regression_summary_features,EEG,valence,6,12,32,0.25640083432526484,0.3130694052195294,0.5,0.48966754556496667
ridge_regression_summary_features,EEG,valence,6,15,32,0.25904888039710294,0.30278831308347776,0.5,0.5010595881285599
ridge_regression_summary_features,EEG,valence,6,16,32,0.2401320006795433,0.2875818907362618,0.5,0.4746087124642493
ridge_regression_summary_features,EEG,valence,6,18,32,0.25578264452870736,0.2930977147252417,0.5,0.525079339640605
ridge_regression_summary_features,EEG,valence,6,21,32,0.2871247552991095,0.32042086892804483,0.5,0.5334190990238733
ridge_regression_summary_features,EEG,valence,6,22,32,0.2415559194732705,0.29242631990098167,0.5,0.49175590494752847
ridge_regression_summary_features,EEG,valence,6,32,32,0.24821844406849117,0.2949055216824911,0.5,0.5654482633722756
ridge_regression_summary_features,EEG,valence,6,33,32,0.23278032853551053,0.28149313261825937,0.5,0.4696921350418912
ridge_regression_summary_features,EEG,valence,6,41,32,0.2438427582470341,0.3045986799304717,0.5,0.4517524379739957
ridge_regression_summary_features,EEG,valence,6,50,32,0.27051155211389105,0.31013367212451143,0.5,0.509038850857467
ridge_regression_summary_features,EMG,arousal,1,6,32,0.2492032324364684,0.29595888451917685,0.5,0.536228533058557
ridge_regression_summary_features,EMG,arousal,1,7,32,0.22855212877086395,0.2762861917406145,0.5,0.49597520095572123
ridge_regression_summary_features,EMG,arousal,1,8,32,0.2580485984732657,0.2873026858081739,0.5,0.48778007986375316
ridge_regression_summary_features,EMG,arousal,1,13,32,0.23429229645405214,0.28684743079486097,0.5,0.4978138290356709
ridge_regression_summary_features,EMG,arousal,1,28,32,0.2556121108540192,0.2879976291157584,0.5,0.49668023326062377
ridge_regression_summary_features,EMG,arousal,1,38,32,0.2552104678351279,0.2964474618872575,0.5,0.5126180706152917
ridge_regression_summary_features,EMG,arousal,1,43,32,0.2568445549139535,0.2871054066705566,0.5,0.5071685134255515
ridge_regression_summary_features,EMG,arousal,1,54,32,0.2460618773057675,0.29749060938382055,0.5,0.49764037015886803
ridge_regression_summary_features,EMG,arousal,1,58,32,0.25181407299586783,0.2839825071634974,0.5,0.5137167440148154
ridge_regression_summary_features,EMG,arousal,1,59,32,0.2583479497682089,0.29673323206662716,0.5,0.49931198386816533
ridge_regression_summary_features,EMG,arousal,1,65,32,0.2552261999713848,0.2697513214292181,0.5,0.5090418734074762
ridge_regression_summary_features,EMG,arousal,2,2,32,0.2587966875216305,0.29376161818893487,0.5,0.507157517210301
ridge_regression_summary_features,EMG,arousal,2,5,32,0.2570704312617706,0.29306271531587763,0.5,0.4955958922404527
ridge_regression_summary_features,EMG,arousal,2,11,32,0.24949076046325427,0.2933092556499272,0.5,0.4952803743029974
ridge_regression_summary_features,EMG,arousal,2,17,32,0.25714681913898063,0.2955670784327197,0.5,0.5059576398048896
ridge_regression_summary_features,EMG,arousal,2,26,32,0.2558821771128371,0.28145239733267324,0.5,0.5077677975489906
ridge_regression_summary_features,EMG,arousal,2,31,32,0.25989523035801454,0.29074623238405733,0.5,0.5113443171354383
ridge_regression_summary_features,EMG,arousal,2,34,32,0.2980026019923334,0.3492591116319005,0.5,0.5479310874964555
ridge_regression_summary_features,EMG,arousal,2,44,32,0.2583295181218668,0.2938029582435964,0.5,0.4969514694486623
ridge_regression_summary_features,EMG,arousal,2,46,32,0.256396550109304,0.2898287619053333,0.5,0.5010580300543688
ridge_regression_summary_features,EMG,arousal,2,49,32,0.259703568482055,0.2938265154065356,0.5,0.49015681950234374
ridge_regression_summary_features,EMG,arousal,2,63,32,0.25819304160014633,0.287478229731057,0.5,0.5101211680256746
ridge_regression_summary_features,EMG,arousal,3,9,32,0.25793470099350785,0.2943052638170768,0.5,0.5041584824348094
ridge_regression_summary_features,EMG,arousal,3,10,32,0.2536169751364269,0.2944625114571488,0.5,0.4977577451793601
ridge_regression_summary_features,EMG,arousal,3,20,32,0.2557858629419398,0.2971600107818643,0.5,0.5075175387709889
ridge_regression_summary_features,EMG,arousal,3,35,32,0.26221924792373064,0.2969212662919643,0.5,0.49274691114634556
ridge_regression_summary_features,EMG,arousal,3,39,32,0.2581001926407408,0.2929918486539263,0.5,0.5019915798800106
ridge_regression_summary_features,EMG,arousal,3,45,32,0.252430020057763,0.29452700443885704,0.5,0.48885767823932197
ridge_regression_summary_features,EMG,arousal,3,47,32,0.25819047758246194,0.29460705481385496,0.5,0.48580016897676725
ridge_regression_summary_features,EMG,arousal,3,48,32,0.2562754914462387,0.2902569440310058,0.5,0.48755323214332724
ridge_regression_summary_features,EMG,arousal,3,52,32,0.2597735157576243,0.29675755082038413,0.5,0.5048015459376436
ridge_regression_summary_features,EMG,arousal,3,57,32,0.25942707114659713,0.2946653491769873,0.5,0.5075273924800563
ridge_regression_summary_features,EMG,arousal,3,62,32,0.257084600893753,0.28715200866808105,0.5,0.5189987164825951
ridge_regression_summary_features,EMG,arousal,4,1,32,0.2579633700734206,0.2962424107690438,0.5,0.5149472638232028
ridge_regression_summary_features,EMG,arousal,4,3,32,0.2551468429439135,0.2917976788075987,0.5,0.4814572883892091
ridge_regression_summary_features,EMG,arousal,4,19,32,0.2556053959968318,0.29548261989613284,0.5,0.5060590128758242
ridge_regression_summary_features,EMG,arousal,4,25,32,0.253280233966306,0.29096635348339467,0.5,0.49647900831571196
ridge_regression_summary_features,EMG,arousal,4,36,32,0.2528978342977053,0.29461701852012473,0.5,0.5086966365710307
ridge_regression_summary_features,EMG,arousal,4,40,32,0.25741668588440253,0.29204760618291664,0.5,0.48914846663231504
ridge_regression_summary_features,EMG,arousal,4,42,32,0.2526044676193304,0.2972449976070246,0.5,0.5104923706058038
ridge_regression_summary_features,EMG,arousal,4,53,32,0.2605219792300149,0.2972095059146366,0.5,0.5162764896987743
ridge_regression_summary_features,EMG,arousal,4,55,32,0.2452770738541621,0.28023555217150276,0.5,0.5174871800063992
ridge_regression_summary_features,EMG,arousal,4,61,32,0.2537949310664119,0.2795741977765118,0.5,0.5042209200020287
ridge_regression_summary_features,EMG,arousal,5,14,32,0.25856164292774636,0.2938933097436311,0.5,0.4990366939823971
ridge_regression_summary_features,EMG,arousal,5,23,32,0.24934523382740445,0.2932250770887123,0.5,0.49248518228101706
ridge_regression_summary_features,EMG,arousal,5,24,32,0.25397733672714445,0.2924041326477149,0.5,0.49137073548453286
ridge_regression_summary_features,EMG,arousal,5,27,32,0.26705816765718354,0.30485915229646304,0.5,0.47486757645418387
ridge_regression_summary_features,EMG,arousal,5,29,32,0.25924134327641013,0.29534019228269087,0.5,0.5045437922220539
ridge_regression_summary_features,EMG,arousal,5,30,32,0.250236626062239,0.2951849233815,0.5,0.5036843243096633
ridge_regression_summary_features,EMG,arousal,5,37,32,0.23301845974201998,0.28844421036844964,0.5,0.46530453783523584
ridge_regression_summary_features,EMG,arousal,5,56,32,0.3659645714652052,0.4597390023266807,0.5,0.6996185952922481
ridge_regression_summary_features,EMG,arousal,5,60,32,0.2573227619096701,0.29183568747205546,0.5,0.5134500141799397
ridge_regression_summary_features,EMG,arousal,5,64,32,0.26159064427370476,0.29497938606991964,0.5,0.4930063932972332
ridge_regression_summary_features,EMG,arousal,6,12,32,0.25825073824201195,0.28142230775218136,0.5,0.49624678052068094
ridge_regression_summary_features,EMG,arousal,6,15,32,0.26051981533309626,0.2960712731018384,0.5,0.49213000559290926
ridge_regression_summary_features,EMG,arousal,6,16,32,0.25698725694723523,0.2942594965900035,0.5,0.5067249408036545
ridge_regression_summary_features,EMG,arousal,6,18,32,0.25683671409966624,0.29671339398780094,0.5,0.48896427397837816
ridge_regression_summary_features,EMG,arousal,6,21,32,0.2605975103358585,0.29809111698884977,0.5,0.49250025793251906
ridge_regression_summary_features,EMG,arousal,6,22,32,0.26311603862884836,0.29250768300181734,0.5,0.5079428979819401
ridge_regression_summary_features,EMG,arousal,6,32,32,0.25801791940504765,0.29732029629832735,0.5,0.5007570944216492
ridge_regression_summary_features,EMG,arousal,6,33,32,0.25296061576289247,0.29172479254443545,0.5,0.4610703817820004
ridge_regression_summary_features,EMG,arousal,6,41,32,0.26247622076030014,0.3285508377615586,0.5,0.5334183728753935
ridge_regression_summary_features,EMG,arousal,6,50,32,0.25458592816408293,0.2946856563796974,0.5,0.48894696469460863
ridge_regression_summary_features,EMG,valence,1,6,32,0.2635253031844847,0.3012782711767289,0.5,0.4605503827318822
ridge_regression_summary_features,EMG,valence,1,7,32,0.24846640385686125,0.2936526627524398,0.5,0.4964197068766644
ridge_regression_summary_features,EMG,valence,1,8,32,0.26064882428476804,0.297084121803679,0.5,0.5003593892422562
ridge_regression_summary_features,EMG,valence,1,13,32,0.25030524844338886,0.2902469731066839,0.5,0.4906681561876729
ridge_regression_summary_features,EMG,valence,1,28,32,0.2505666318098974,0.29243737003699033,0.5,0.4931972465629817
ridge_regression_summary_features,EMG,valence,1,38,32,0.2516815827739907,0.29703737527380847,0.5,0.4871823918722279
ridge_regression_summary_features,EMG,valence,1,43,32,0.26022692933962976,0.2949791790927208,0.5,0.5025799519482447
ridge_regression_summary_features,EMG,valence,1,54,32,0.24893837482482434,0.28995641725159005,0.5,0.49016975084166486
ridge_regression_summary_features,EMG,valence,1,58,32,0.24785718144669552,0.2852509897723251,0.5,0.4952796474006573
ridge_regression_summary_features,EMG,valence,1,59,32,0.264595574096192,0.3028886134675814,0.5,0.4685164667905795
ridge_regression_summary_features,EMG,valence,1,65,32,0.25745219580254103,0.29637000886318926,0.5,0.4991379200137055
ridge_regression_summary_features,EMG,valence,2,2,32,0.2566931335606902,0.29469125587623224,0.5,0.48964098917258475
ridge_regression_summary_features,EMG,valence,2,5,32,0.25925025088621284,0.29467982237267093,0.5,0.4847040665995646
ridge_regression_summary_features,EMG,valence,2,11,32,0.251088354143033,0.28879048181184824,0.5,0.5094399613058959
ridge_regression_summary_features,EMG,valence,2,17,32,0.253506506425189,0.2939717743935375,0.5,0.4996112853657582
ridge_regression_summary_features,EMG,valence,2,26,32,0.2584960223341831,0.29404779492754257,0.5,0.5009580191784108
ridge_regression_summary_features,EMG,valence,2,31,32,0.25652096707337785,0.28006832886067295,0.5,0.4970422302912349
ridge_regression_summary_features,EMG,valence,2,34,32,0.3373904573676293,0.4695617805802621,0.5,0.39739899442370336
ridge_regression_summary_features,EMG,valence,2,44,32,0.247699627115222,0.28984011206376553,0.5,0.48897840382105306
ridge_regression_summary_features,EMG,valence,2,46,32,0.2582563717822399,0.29699818530474853,0.5,0.5026883445380858
ridge_regression_summary_features,EMG,valence,2,49,32,0.23720977632732934,0.2887374290486853,0.5,0.5212368996817631
ridge_regression_summary_features,EMG,valence,2,63,32,0.24589986015518278,0.29240332801799873,0.5,0.48821587513041764
ridge_regression_summary_features,EMG,valence,3,9,32,0.25324200534226626,0.2986063307393557,0.5,0.4965513627161099
ridge_regression_summary_features,EMG,valence,3,10,32,0.25641497945371156,0.2967885312156309,0.5,0.5023036856079109
ridge_regression_summary_features,EMG,valence,3,20,32,0.2578317122774886,0.2922713515068805,0.5,0.5032030200144922
ridge_regression_summary_features,EMG,valence,3,35,32,0.25439982684005197,0.2956374211848273,0.5,0.5104032654482655
ridge_regression_summary_features,EMG,valence,3,39,32,0.2592719768023907,0.2956882830706967,0.5,0.5066341743113337
ridge_regression_summary_features,EMG,valence,3,45,32,0.2495168901713669,0.29257948423207153,0.5,0.5080229782806145
ridge_regression_summary_features,EMG,valence,3,47,32,0.2602159570020723,0.2926687977768124,0.5,0.5291190439189836
ridge_regression_summary_features,EMG,valence,3,48,32,0.2585302484369806,0.29499001957297605,0.5,0.5245240244185442
ridge_regression_summary_features,EMG,valence,3,52,32,0.25916778870810225,0.2964067297244444,0.5,0.4941543501115733
ridge_regression_summary_features,EMG,valence,3,57,32,0.24944008967004316,0.2868186913318145,0.5,0.5129499774499823
ridge_regression_summary_features,EMG,valence,3,62,32,0.26130216151367214,0.3027223485948437,0.5,0.48250941961489974
ridge_regression_summary_features,EMG,valence,4,1,32,0.26155641646163735,0.3014848701151152,0.5,0.48922304235383923
ridge_regression_summary_features,EMG,valence,4,3,32,0.25457798229653794,0.29658050698896476,0.5,0.5227115401037542
ridge_regression_summary_features,EMG,valence,4,19,32,0.2520848212178289,0.29007209560596625,0.5,0.4908844485159072
ridge_regression_summary_features,EMG,valence,4,25,32,0.2510352803074035,0.2920783010703306,0.5,0.522088511228885
ridge_regression_summary_features,EMG,valence,4,36,32,0.2573167610509535,0.2951016784808197,0.5,0.4759601517676795
ridge_regression_summary_features,EMG,valence,4,40,32,0.2572171008000497,0.29069692351084436,0.5,0.5499005139980082
ridge_regression_summary_features,EMG,valence,4,42,32,0.25982963498913225,0.29561508068134706,0.5,0.49582638884473473
ridge_regression_summary_features,EMG,valence,4,53,32,0.2578026608122637,0.29341074653045185,0.5,0.48186323711372725
ridge_regression_summary_features,EMG,valence,4,55,32,0.24603627578079482,0.28733730109833505,0.5,0.4930861234507735
ridge_regression_summary_features,EMG,valence,4,61,32,0.258656794351502,0.2908628479162429,0.5,0.49806738561135033
ridge_regression_summary_features,EMG,valence,5,14,32,0.2488161296197106,0.29097516096601256,0.5,0.49862940791359334
ridge_regression_summary_features,EMG,valence,5,23,32,0.2496717157893278,0.2922899404636875,0.5,0.49511761386554937
ridge_regression_summary_features,EMG,valence,5,24,32,0.22944906213010058,0.28570187761581384,0.5,0.5175871898949583
ridge_regression_summary_features,EMG,valence,5,27,32,0.26688237217769345,0.3008056485677613,0.5,0.4686416197532532
ridge_regression_summary_features,EMG,valence,5,29,32,0.2567415749756282,0.2944383334418695,0.5,0.4877290609251955
ridge_regression_summary_features,EMG,valence,5,30,32,0.2579834396535801,0.2920584245189368,0.5,0.4823048300792564
ridge_regression_summary_features,EMG,valence,5,37,32,0.23541439826715416,0.29045351633204547,0.5,0.5280537071357155
ridge_regression_summary_features,EMG,valence,5,56,32,1.4441376028004804,2.2019771875975533,0.5,-0.7996025603165087
ridge_regression_summary_features,EMG,valence,5,60,32,0.2563932722948722,0.29571078716063287,0.5,0.4971539718696131
ridge_regression_summary_features,EMG,valence,5,64,32,0.2370359370678635,0.2915990894819693,0.5,0.5107679385667753
ridge_regression_summary_features,EMG,valence,6,12,32,0.2507356911553956,0.29120881804186355,0.5,0.4956965329806193
ridge_regression_summary_features,EMG,valence,6,15,32,0.25056499869357907,0.2947970461535116,0.5,0.49163704521998963
ridge_regression_summary_features,EMG,valence,6,16,32,0.25291511380071835,0.2938678748180692,0.5,0.49154197189962656
ridge_regression_summary_features,EMG,valence,6,18,32,0.2514643048175157,0.2942597932735167,0.5,0.5105354914414915
ridge_regression_summary_features,EMG,valence,6,21,32,0.2556968550344945,0.2920505527012224,0.5,0.5064652413681352
ridge_regression_summary_features,EMG,valence,6,22,32,0.23297266813381365,0.2908576251118977,0.5,0.4971772688360123
ridge_regression_summary_features,EMG,valence,6,32,32,0.2461524462799993,0.2887865480274973,0.5,0.5018479043464316
ridge_regression_summary_features,EMG,valence,6,33,32,0.250061693305521,0.29113640962249404,0.5,0.5195123186860533
ridge_regression_summary_features,EMG,valence,6,41,32,0.2309545379346156,0.28660381234218907,0.5,0.46810291067458465
ridge_regression_summary_features,EMG,valence,6,50,32,0.25604445318573854,0.29068172862956543,0.5,0.5033600250466733
