candidate_id,modality,task,fold,macro_f1,bal_acc,acc,ce_loss,supcon_loss
A4_rating_distance_guarded_supcon,EEG,valence,3,0.4744051676567014,0.4816308695506033,0.4772727272727273,0.3149725084121411,4.659948018880991
A4_rating_distance_guarded_supcon,EEG,valence,4,0.535063009636768,0.5390688259109312,0.540625,0.2956083331789289,4.639991044998169
A4_rating_distance_guarded_supcon,EEG,valence,5,0.4848761874478318,0.4909257028946384,0.49375,0.3558765075036457,4.689818177904401
A4_rating_distance_guarded_supcon,EEG,valence,6,0.5222169135212613,0.5291747996179244,0.53125,0.3041697144508362,4.6441806725093295
A4_rating_distance_guarded_supcon,EEG,arousal,1,0.5093536791137847,0.5103785707225462,0.5142045454545454,0.2992554834255805,4.631960391998291
A4_rating_distance_guarded_supcon,EEG,arousal,2,0.5368421052631579,0.5374489629266699,0.5397727272727273,0.3386464302356426,4.677668424753042
A4_rating_distance_guarded_supcon,EEG,arousal,3,0.5456220824030851,0.5471469628959861,0.5482954545454546,0.319313102043592,4.658696101262019
A4_rating_distance_guarded_supcon,EEG,arousal,4,0.4932551319648093,0.4951724137931034,0.49375,0.2739280366471835,4.616702556610107
A4_rating_distance_guarded_supcon,EEG,arousal,5,0.5566691230655858,0.5566666666666666,0.559375,0.3003071535910879,4.653173787253244
A4_rating_distance_guarded_supcon,EEG,arousal,6,0.5405049658968529,0.5466964729259811,0.55,0.3479991470064436,4.689860922949655
A4_rating_distance_guarded_supcon,EMG,valence,1,0.4582520596199271,0.4582221343613061,0.46875,0.6750878003927377,4.855195705707256
A4_rating_distance_guarded_supcon,EMG,valence,2,0.4544750096861681,0.4644939056703762,0.4545454545454545,0.6766588550347549,4.859301163600041
A4_rating_distance_guarded_supcon,EMG,valence,3,0.4771855894442334,0.4794796813552485,0.5113636363636364,0.6639817036115206,4.85757721387423
A4_rating_distance_guarded_supcon,EMG,valence,4,0.4687292472362201,0.4870445344129555,0.46875,0.668094950062888,4.857582262584141
A4_rating_distance_guarded_supcon,EMG,valence,5,0.5267072346179851,0.5267660617135264,0.5625,0.6656434493405479,4.854727131979806
A4_rating_distance_guarded_supcon,EMG,valence,6,0.5148242705245962,0.5376676772291208,0.515625,0.6767245275633675,4.853712320327759
A4_rating_distance_guarded_supcon,EMG,arousal,1,0.545219638242894,0.5533919804948766,0.5454545454545454,0.6674094062585098,4.857250800499549
A4_rating_distance_guarded_supcon,EMG,arousal,2,0.533751962323391,0.5337252980565083,0.5397727272727273,0.6623780773236201,4.859763952401968
A4_rating_distance_guarded_supcon,EMG,arousal,3,0.4764616459180738,0.4882132592760034,0.4857954545454545,0.6680317658644456,4.855854217822735
A4_rating_distance_guarded_supcon,EMG,arousal,4,0.4902217574448538,0.4923152709359606,0.490625,0.6751049842153277,4.852347952978952
