epoch,train_loss,val_rmse_scaled,augmentation_config,stage,test_subject,target,y_fit_mean,y_fit_std,early_stop,y_outer_mean,y_outer_std
7,0.3614703808669691,1.1411667025865617,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
8,0.34298149717074855,1.1608568735678135,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
9,0.3186615898653313,1.199648792744659,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
10,0.28538102435844914,1.2668105696737244,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
11,0.2557647838084786,1.2375397678458044,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,,,
12,0.2259602027910727,1.2277817618808542,gaussian_0p10,inner,12,valence,-2.4671622769447922e-17,1.2374818178684492,True,,
1,0.4440206197961684,,gaussian_0p10,final,12,valence,,,,-1.4325458382260084e-17,1.25912418425186
2,0.4316254599440482,,gaussian_0p10,final,12,valence,,,,-1.4325458382260084e-17,1.25912418425186
3,0.42931949851974366,,gaussian_0p10,final,12,valence,,,,-1.4325458382260084e-17,1.25912418425186
4,0.4221339552633224,,gaussian_0p10,final,12,valence,,,,-1.4325458382260084e-17,1.25912418425186
1,0.4438110954231686,0.9329408909018386,gaussian_0p10,inner,13,valence,4.11193712824132e-18,1.2745061308351915,,,
2,0.4357156080228311,0.9362672779613593,gaussian_0p10,inner,13,valence,4.11193712824132e-18,1.2745061308351915,,,
3,0.42107884365099446,0.9332176015788789,gaussian_0p10,inner,13,valence,4.11193712824132e-18,1.2745061308351915,,,
4,0.42119042216627683,0.9479622684132243,gaussian_0p10,inner,13,valence,4.11193712824132e-18,1.2745061308351915,,,
5,0.4138980932809688,0.9389792873185514,gaussian_0p10,inner,13,valence,4.11193712824132e-18,1.2745061308351915,,,
