augmentation_config,target,model,test_subject,n,mae,rmse,pearson,spearman,balanced_accuracy,macro_f1,auroc,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,true_dev_mean,true_dev_std,pred_dev_mean,pred_dev_std,best_epoch,best_val_rmse_scaled,fit_subjects,val_subjects,outer_train_subjects,y_outer_mean,y_outer_std,final_train_last_loss
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,22,32,2.0259803292366954,2.270771276791362,0.7209848739129869,0.6972889642743113,0.8318181818181818,0.82281284606866,0.9181818181818182,2.0259803292366954,2.270771276791362,-0.319086519368139,-0.31341642228739,0.40625,-0.5035282258064516,2.143575596227557,0.1160341404193069,0.11942246345941478,1,1.0491602643207452,54,8,62,-7.162729191130042e-18,1.9399472303780423,0.44286130320641304
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,23,32,1.3999023729377646,1.6406319989063163,0.8339023588864118,0.8135521546809267,0.8846153846153846,0.8981972428419936,0.9352226720647774,1.3999023729377646,1.6406319989063163,-0.25785074157925736,-0.2962148303156574,0.21875,0.8618951612903224,1.1590966729438268,-0.2871807066244437,0.043351922086343114,1,0.8855412968650885,54,8,62,1.4325458382260084e-17,1.9515858118118605,0.45086123746248985
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,24,32,1.2967237732785932,1.4682046326482692,0.8860484810559132,0.8399612545006713,0.9307359307359306,0.9307359307359306,0.987012987012987,1.2967237732785932,1.4682046326482692,0.28306936855934656,0.24672349109212552,0.46875,-0.027217741935483875,1.4823221092336485,0.18815163200942578,0.1229079095959881,1,1.04373294962439,54,8,62,3.581364595565021e-18,1.9511166945670697,0.4432228611361596
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,25,32,1.6567115471288099,2.134748588356721,0.730181887924879,0.7356365832853454,0.8614718614718615,0.8614718614718615,0.9047619047619048,1.65671154712881,2.1347485883567217,0.2345741517598086,0.2628299120234604,0.65625,-0.05897177419354839,2.18923247648393,0.09288208576315234,0.5847673706091772,3,0.893956736439966,54,8,62,3.223228136008519e-17,1.9401680033478357,0.40817563476101043
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,26,32,1.8559507433209843,2.126141093709453,0.6616143135515701,0.7108336355843088,0.7916666666666667,0.7681159420289855,0.8385416666666666,1.8559507433209843,2.126141093709453,-0.38565376153649983,-0.3104838709677419,0.625,-1.202116935483871,1.7189293581328962,-0.05011534359548786,0.1605578545342829,1,1.1070457726779397,54,8,62,1.4325458382260084e-17,1.9418424627038333,0.4441222764791981
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,27,32,1.2732199411070637,1.6316752026384183,0.6868870895544211,0.6254597642669643,0.7550607287449393,0.7624602332979851,0.8502024291497976,1.2732199411070637,1.6316752026384183,0.14967199287606894,0.20254788830371373,0.53125,0.766633064516129,1.3302540014938895,-0.16830311946674356,0.4406056060998646,5,0.9206339489154719,54,8,62,1.4325458382260084e-17,1.9504472540236248,0.3838836711741263
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,28,32,1.263066958752904,1.6150111321200555,0.8384913557064363,0.7160498333342281,0.9375,0.887719298245614,0.9947916666666666,1.263066958752904,1.6150111321200555,0.08556017999877864,0.07917888563049852,0.65625,-1.1703629032258065,1.2832399966930983,-0.2297733582306538,0.4079588839501248,3,0.8281590971174314,54,8,62,7.162729191130042e-18,1.9476744862339788,0.41569699419121586
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,29,32,1.1083441413415929,1.4314515753896355,0.7615780324757466,0.7676000269544838,0.8545454545454545,0.8545454545454545,0.9227272727272727,1.1083441413415929,1.4314515753896355,-0.07844129733529606,-0.18695014662756596,0.5,-0.5035282258064517,1.3387930792556502,-0.031905253487600094,0.10779070168603863,1,0.9178528769123273,54,8,62,0.0,1.9517557851811036,0.44891769078470045
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,30,32,0.7463412721311724,0.9809773032294409,0.8956759282207869,0.8715755108430178,0.9272727272727272,0.9272727272727272,0.9636363636363636,0.7463412721311724,0.9809773032294409,0.16126994861341898,0.04472550655756213,0.5625,0.03629032258064514,0.9561639397658944,-0.21500425190688777,0.06094910898732052,1,1.2342034769396881,54,8,62,0.0,1.956498313063183,0.43942102116923176
gaussian_0p10,arousal,eeg_bc_residual_huber_norm_gaussian10_full_loso,31,32,2.192126517405398,2.681933408197751,0.7457669407153527,0.7203686378424689,0.8,0.8,0.8784313725490196,2.192126517405398,2.681933408197751,-0.06326050331899656,-0.12390029325513194,0.40625,0.8301411290322582,2.1966185537351026,-0.5986463800429003,0.4488414913744401,6,1.0783642616375597,54,8,62,-3.581364595565021e-18,1.9371312533252656,0.37526763639142435
